Deutsch,English,wk,freq
diesmal,this time,0,10282
schade,too bad,0,10280
persönlich,personal,0,10269
kriege,get,0,10237
stirbt,dies,0,10218
bleibe,stay,0,10159
verändert,changed,0,10158
sonne,sun,0,10157
lieb,dear,0,10154
nämlich,namely,0,10147
letztes,last,0,10140
bekam,got,0,10138
ruft,calls,0,10127
professor,professor,0,10089
gericht,court,0,10088
nase,nose,0,10079
ewig,forever,0,10062
singen,sing,0,10060
bank,bank,0,10059
beschäftigt,busy,0,10058
computer,computer,0,10052
yeah,yeah,0,10043
toten,kill,0,10039
weihnachten,Christmas,0,10033
offensichtlich,apparently,0,9998
naja,Oh well,0,9996
henry,henry,0,9995
gefühle,feelings,0,9980
fuß,foot,0,9974
show,show,0,9970
überraschung,surprise,0,9952
geheimnis,secret,0,9948
fbi,fbi,0,9947
kontakt,contact,0,9905
gold,gold,0,9897
drogen,drugs,0,9889
regierung,government,0,9883
wein,wine,0,9882
kriegst,you get,0,9878
ermordet,murdered,0,9850
fotos,photos,0,9850
entfernt,removed,0,9841
geschlafen,slept,0,9823
manche,some,0,9800
erledigen,complete,0,9796
ran,ran,0,9783
gegenüber,opposite,0,9781
schlaf,sleep,0,9777
lust,desire,0,9773
wunderschön,beautiful,0,9769
witzig,funny,0,9766
nick,nod,0,9757
zerstört,destroyed,0,9755
übrigens,by the way,0,9753
willen,will,0,9752
heim,home,0,9704
richtigen,correct,0,9700
deines,yours,0,9680
namens,called,0,9665
zeigt,shows,0,9663
geliebt,loved,0,9662
gehören,belong,0,9662
brachte,brought,0,9647
herrn,mr,0,9640
blick,view,0,9627
besuch,visit,0,9624
schlechte,bad,0,9581
bewegen,move,0,9579
haare,hair,0,9576
antworten,answer,0,9575
präsident,president,0,9569
sagtest,you said,0,9558
hoffnung,hope,0,9525
stecken,put,0,9516
lebe,live,0,9514
rechts,right,0,9509
interessant,interesting,0,9500
entscheiden,decide,0,9490
miteinander,each other,0,9474
meint,means,0,9471
liebst,love,0,9465
indem,by,0,9458
bleibst,stay,0,9447
kümmere,take care,0,9445
wohnen,reside,0,9440
weder,neither,0,9435
möglichkeit,possibility,0,9434
kaputt,broken,0,9429
bekomme,get,0,9421
flugzeug,airplane,0,9419
vergangenheit,past,0,9406
anderer,others,0,9405
zweite,second,0,9403
armee,army,0,9395
jim,jim,0,9391
tee,tea,0,9380
entweder,either,0,9358
weiss,white,0,9337
don,Don,0,9335
detective,detective,0,9333
aufhalten,stop,0,9329
stellt,provides,0,9325
verspreche,promise,0,9304
überrascht,surprised,0,9304
sauber,clean,0,9286
hau,hew,0,9269
mark,mark,0,9243
schlag,hit,0,9240
sheriff,sheriff,0,9233
untertitel,subtitles,0,9224
setzt,sets,0,9222
frag,ask,0,9220
vaters,father,0,9219
nervös,nervous,0,9217
gesellschaft,company,0,9216
verstecken,hide,0,9212
schuldig,guilty,0,9210
hals,neck,0,9204
schützen,protect,0,9195
besuchen,visit,0,9177
of,of,0,9163
passen,fit,0,9150
überleben,survive,0,9139
erhalten,receive,0,9136
teilen,split,0,9104
gebäude,building,0,9086
schicksal,fate,0,9078
zeichen,sign,0,9068
richter,judge,0,9061
besorgt,worried,0,9058
küche,kitchen,0,9052
lief,ran,0,9047
vergnügen,enjoyment,0,9016
wüsste,knew,0,9010
volk,people,0,9006
lhr,yours,0,8998
herausfinden,find out,0,8989
königin,queen,0,8987
soldaten,soldiers,0,8981
feiern,celebrate,0,8969
situation,situation,0,8967
lag,lay,0,8967
gelassen,calm,0,8959
allerdings,however,0,8953
soweit,so far,0,8928
gefahren,driven,0,8919
verstand,mind,0,8919
bord,board,0,8915
schönes,beautiful,0,8905
jimmy,Jimmy,0,8905
billy,billy,0,8897
angefangen,begun,0,8893
lee,lee,0,8856
fühlst,feel,0,8854
bob,bob,0,8852
mussten,had to,0,8848
rat,advice,0,8842
worauf,what,0,8837
gebeten,requested,0,8836
tony,tony,0,8834
kamera,camera,0,8821
achtung,danger,0,8811
lieutenant,lieutenant,0,8811
ganzes,whole,0,8804
schuhe,shoes,0,8795
sarah,sarah,0,8781
glückwunsch,congratulations,0,8778
niemandem,nobody,0,8778
gibst,give,0,8777
statt,instead of,0,8774
übernehmen,take over,0,8774
gegend,area,0,8754
wald,forest,0,8752
al,al,0,8751
la,la,0,8742
nimmst,take,0,8729
danny,Danny,0,8723
erkennen,recognize,0,8717
glas,glass,0,8710
falsche,wrong,0,8704
verantwortlich,responsible,0,8704
jesus,Jesus,0,8675
stöhnt,moans,0,8675
herein,in,0,8674
kleid,a dress,0,8663
zerstören,destroy,0,8648
jawohl,yes indeed,0,8647
london,London,0,8643
gegessen,eaten,0,8640
abendessen,dinner,0,8629
gesetz,law,0,8620
gemeinsam,together,0,8615
geholfen,helped,0,8597
erster,first,0,8595
wohnt,lives,0,8591
schritt,step,0,8587
guck,look,0,8577
nahe,vicinity,0,8576
aussieht,looks,0,8574
beginnen,start,0,8570
dachten,thought,0,8570
band,band,0,8567
ungefähr,approximately,0,8567
aufgabe,task,0,8559
neun,nine,0,8548
furchtbar,terrible,0,8547
drinnen,inside,0,8545
zuvor,before,0,8539
charles,Charles,0,8532
freue,am happy,0,8531
amerika,America,0,8518
übrig,left over,0,8515
spur,track,0,8508
falschen,wrong,0,8507
sergeant,sergeant,0,8499
melden,report,0,8495
helfe,help,0,8477
werfen,throw,0,8465
bill,bill,0,8461
haltet,hold,0,8448
erinnert,remembered,0,8447
hängt,hangs,0,8442
freude,joy,0,8440
ehemann,husband,0,8432
erschossen,shot,0,8431
verzeihen,pardon,0,8424
schwein,pig,0,8424
uh,uh,0,8414
monster,monster,0,8409
entschieden,decided,0,8408
mission,mission,0,8408
verdammten,damn,0,8398
brauch,need,0,8391
gewusst,known,0,8376
vorne,in front,0,8371
stopp,stop,0,8367
übel,bad,0,8362
schlampe,slut,0,8361
schöner,more beautiful,0,8358
adresse,address,0,8356
unsinn,nonsense,0,8340
messer,knife,0,8335
gesund,healthy,0,8331
respekt,respect,0,8328
pro,per,0,8322
leisten,afford,0,8316
davor,before that,0,8303
richard,richard,0,8271
bedeuten,mean,0,8264
ball,ball,0,8258
mitnehmen,take along,0,8256
gespielt,played,0,8254
to,to,0,8246
schwierigkeiten,difficulties,0,8238
hälfte,half,0,8236
kannte,knew,0,8202
stehe,stand,0,8191
maria,Maria,0,8178
planeten,planets,0,8169
schwanger,pregnant,0,8156
gruppe,group,0,8153
anna,anna,0,8151
verhaftet,arrested,0,8118
deal,deal,0,8098
seines,his,0,8098
irgendwelche,any,0,8096
händen,hands,0,8094
versteht,understands,0,8093
drehen,turn,0,8083
eis,ice,0,8082
danken,thank,0,8074
erfolg,success,0,8064
zufrieden,satisfied,0,8061
schließen,close,0,8059
besorgen,obtain,0,8059
wochenende,weekend,0,8041
worüber,about what,0,8041
stimmen,voices,0,8028
nehmt,take,0,8027
martin,martin,0,8025
m,m,0,8016
witze,jokes,0,8010
beine,legs,0,8009
verbrechen,crime,0,8009
bericht,report,0,8007
nachts,at night,0,7964
eurer,yours,0,7961
prinzessin,princess,0,7960
schmerz,pain,0,7959
klingelt,rings,0,7959
position,position,0,7947
echte,real,0,7942
gleichen,same,0,7932
fernsehen,TV,0,7915
wünsche,wishes,0,7912
schließlich,finally,0,7900
gefangen,caught,0,7896
schätzchen,baby,0,7887
seh,see,0,7880
schwierig,difficult,0,7876
angebot,offer,0,7873
nah,close,0,7865
jane,Jane,0,7863
gewartet,waited,0,7860
kümmert,cares,0,7850
ring,ring,0,7839
rennen,run,0,7835
lied,song,0,7827
eier,eggs,0,7821
welchen,which ones,0,7812
sorry,sorry,0,7812
fantastisch,fantastic,0,7805
schaut,looks,0,7797
hielt,held,0,7787
falle,fall,0,7786
drink,drink,0,7784
insel,island,0,7781
dauern,last,0,7776
daher,therefore,0,7771
zufällig,randomly,0,7739
dorf,village,0,7729
clark,clark,0,7724
bewegt,moved,0,7722
mitten,middle,0,7708
bullen,bulls,0,7703
feind,enemy,0,7701
einverstanden,agreed,0,7685
neuer,newer,0,7682
bauen,build,0,7681
trägt,carries,0,7679
hängen,hang,0,7677
freunden,friends,0,7665
deren,whose,0,7663
halb,half,0,7659
verpasst,missed,0,7653
sprach,spoke,0,7653
leise,quiet,0,7651
armen,poor,0,7639
wusstest,you knew,0,7637
fanden,found,0,7635
unternehmen,company,0,7630
träume,dreams,0,7609
schläft,sleeps,0,7602
kostet,costs,0,7589
spiele,games,0,7587
unseres,ours,0,7568
entlang,along,0,7566
johnny,Johnny,0,7562
versprechen,promise,0,7561
tiere,animals,0,7546
freiheit,freedom,0,7525
verdienen,earn,0,7519
aha,Aha,0,7512
unterhalten,entertain,0,7512
eingeladen,invited,0,7500
schaden,damage,0,7496
genannt,called,0,7481
beenden,finish,0,7477
ray,ray,0,7470
geändert,changed,0,7461
thomas,thomas,0,7456
lächerlich,ridiculous,0,7452
geschlagen,beaten,0,7452
park,park,0,7448
schätzen,treasure,0,7440
männern,men,0,7438
t,t,0,7434
beginnt,begins,0,7430
ehren,honor,0,7429
größte,largest,0,7426
energie,energy,0,7412
fleisch,meat,0,7407
besonderes,special,0,7400
besteht,consists,0,7397
reichen,are sufficient,0,7396
robert,Robert,0,7383
zeitung,newspaper,0,7361
worum,what about,0,7357
nachgedacht,thought about,0,7351
betrunken,drunk,0,7350
sowas,like this,0,7343
patienten,patients,0,7342
gespräch,conversation,0,7342
leiden,suffer,0,7334
taxi,taxi,0,7317
tötet,kills,0,7312
see,lake,0,7311
unterschied,difference,0,7311
wind,wind,0,7286
singt,sings,0,7283
schreien,scream,0,7274
daniel,Daniel,0,7272
sahen,saw,0,7272
wand,wall,0,7256
bus,bus,0,7253
lhre,yours,0,7252
angriff,attack,0,7251
verhalten,behave,0,7247
loch,hole,0,7238
interesse,interest,0,7235
treten,step,0,7234
quatsch,nonsense,0,7233
trifft,hits,0,7227
polizist,policeman,0,7224
blumen,flowers,0,7218
neuigkeiten,news,0,7217
bringst,bring,0,7217
flasche,bottle,0,7206
rief,shouted,0,7203
schuss,shot,0,7198
fassen,grasp,0,7193
meer,sea,0,7188
konntest,could,0,7182
schafft,creates,0,7180
maschine,machine,0,7180
spreche,speak,0,7178
bein,leg,0,7174
eddie,Eddie,0,7172
bekommst,get,0,7169
verbringen,spend,0,7162
bücher,books,0,7147
blöd,stupid,0,7125
frühstück,breakfast,0,7121
tommy,tommy,0,7118
meter,meter,0,7111
bilder,pictures,0,7096
aufpassen,watch out,0,7091
claire,Claire,0,7090
dessen,whose,0,7082
muß,must,0,7080
freuen,be happy,0,7063
engel,angel,0,7061
offenbar,apparently,0,7061
gelegenheit,opportunity,0,7056
fang,catch,0,7047
lüge,lie,0,7045
ohren,ears,0,7042
au,ouch,0,7042
angetan,impressed,0,7039
beeil,hurry up,0,7037
brechen,break,0,7037
brüder,brothers,0,7035
zeitpunkt,time,0,7024
keinem,no one,0,7023
ecke,corner,0,7019
brücke,bridge,0,7012
druck,pressure,0,7000
mitgebracht,brought along,0,6997
seufzt,sighs,0,6997
date,date,0,6993
haufen,heap,0,6986
oma,granny,0,6985
auftrag,order,0,6980
leer,empty,0,6968
entkommen,escape,0,6965
bobby,Bobby,0,6960
weißen,white,0,6960
lösung,solution,0,6951
wart,wait,0,6933
pause,pause,0,6929
irre,crazy,0,6929
gestellt,placed,0,6927
keller,cellar,0,6922
gebrochen,broken,0,6915
weinen,cry,0,6915
nutzen,to use,0,6904
wünschen,wish,0,6903
fragt,asks,0,6899
maul,mouth,0,6899
verantwortung,responsibility,0,6897
schloss,lock,0,6891
hut,hat,0,6882
lächeln,smile,0,6881
ryan,ryan,0,6876
red,red,0,6864
grad,degree,0,6853
zweiten,second,0,6849
hinaus,out,0,6848
mitkommen,come along,0,6842
vorhin,earlier,0,6840
fahrt,drive,0,6833
gemeint,meant,0,6830
ernsthaft,seriously,0,6828
gebaut,built,0,6826
bombe,bomb,0,6816
hasst,hates,0,6804
versteh,understand,0,6793
kosten,cost,0,6786
zeige,show,0,6779
traf,met,0,6778
eigenes,own,0,6771
haar,hair,0,6763
fragte,asked,0,6757
jason,jason,0,6753
operation,operation,0,6736
befehle,commands,0,6735
schmerzen,pains,0,6728
erklärt,explained,0,6727
steve,Steve,0,6726
dach,roof,0,6713
folge,consequence,0,6711
gelaufen,ran,0,6702
schwarze,black,0,6699
dankbar,thankful,0,6689
gehirn,brain,0,6685
töte,kill,0,6681
mädels,girls,0,6680
mut,courage,0,6674
heilige,holy,0,6656
laura,laura,0,6654
tier,animal,0,6653
system,system,0,6648
mannes,man,0,6640
wahnsinn,craziness,0,6639
nee,nope,0,6634
rose,rose,0,6632
club,club,0,6628
geschlossen,closed,0,6616
hintern,butt,0,6614
is,is,0,6607
thema,theme,0,6606
fiel,fell,0,6603
gehalten,held,0,6595
dorthin,there,0,6582
urlaub,vacation,0,6564
steig,rise,0,6562
vorwärts,forward,0,6562
überprüfen,check,0,6561
besseres,better,0,6556
beweis,proof,0,6554
baum,tree,0,6544
gebt,give,0,6543
funktionieren,function,0,6541
anscheinend,apparently,0,6532
lehrer,teacher,0,6528
hoffen,hope,0,6526
bessere,better,0,6503
isst,eats,0,6498
nachmittag,afternoon,0,6492
nem,nem,0,6491
risiko,risk,0,6482
chuck,chuck,0,6479
knast,prison,0,6476
entschuldigt,sorry,0,6467
gilt,applies,0,6460
held,hero,0,6458
daraus,from it,0,6456
erstes,first,0,6444
fräulein,miss,0,6438
rachel,Rachel,0,6434
prima,great,0,6417
brauchte,needed,0,6401
gewalt,force,0,6401
dean,dean,0,6400
liebes,Dear,0,6399
schaffst,create,0,6397
nachdenken,ponder,0,6396
tor,goal,0,6382
erfahrung,experience,0,6381
pläne,plans,0,6381
jagen,hunting,0,6380
katze,cat,0,6377
runde,round,0,6377
deutsche,German,0,6370
schwanz,tail,0,6369
taten,did,0,6365
lord,lord,0,6360
dringend,urgent,0,6359
commander,commander,0,6353
großvater,grandfather,0,6351
sommer,summer,0,6351
gezeigt,shown,0,6347
hinterlassen,leave behind,0,6347
gewissen,conscience,0,6346
getrunken,drank,0,6343
wahre,true,0,6332
luke,hatch,0,6328
kunden,customers,0,6326
kate,Kate,0,6318
zeugen,witness,0,6316
geplant,planned,0,6314
amanda,amanda,0,6306
erreicht,reached,0,6303
stören,disturb,0,6302
stein,stone,0,6301
atmen,breathe,0,6291
hose,pants,0,6273
weiße,white,0,6272
sprichst,speak,0,6271
größer,bigger,0,6270
schickt,sends,0,6270
city,City,0,6265
prinz,prince,0,6260
behandelt,treated,0,6252
tote,dead,0,6250
überlegen,superior,0,6249
karten,cards,0,6233
it,it,0,6233
d,d,0,6228
restaurant,restaurant,0,6223
welchem,which one,0,6222
roger,roger,0,6221
natur,nature,0,6219
carter,carter,0,6213
emily,Emily,0,6207
mami,mommy,0,6206
verschwindet,disappears,0,6205
lautet,is,0,6200
streit,dispute,0,6196
küssen,kiss,0,6196
sprich,say,0,6192
längst,long ago,0,6189
fängt,catches,0,6182
drüber,over it,0,6179
gingen,went,0,6177
erlaubt,allowed,0,6177
einzigen,single,0,6156
bad,bathroom,0,6155
schmeckt,tastes,0,6154
kugel,bullet,0,6146
normalerweise,normally,0,6143
schwarzen,black,0,6141
rauf,up,0,6137
flug,flight,0,6126
beruhigen,calm,0,6122
walter,walter,0,6118
halbe,half,0,6108
dan,Dan,0,6106
geschieht,happens,0,6101
einiges,some,0,6100
entdeckt,discovered,0,6097
morgens,morning,0,6094
schlechter,worse,0,6092
vollkommen,completely,0,6082
gelogen,lied,0,6081
verfolgt,pursued,0,6078
college,college,0,6070
weiteren,further,0,6070
chris,chris,0,6067
louis,Louis,0,6065
eh,eh,0,6062
schwert,sword,0,6060
hunde,dogs,0,6059
steigen,climb,0,6057
verdammter,damned,0,6057
dürfte,should,0,6051
riecht,smells,0,6050
labor,laboratory,0,6049
bat,asked,0,6047
tim,tim,0,6041
arthur,Arthur,0,6041
mindestens,at least,0,6041
fisch,fish,0,6038
eurem,yours,0,6037
füße,feet,0,6035
stehst,stand,0,6021
erschießen,shoot,0,6009
kuchen,cake,0,6004
versuchte,tried,0,6004
zustand,condition,0,6003
wunsch,wish,0,5993
gäste,guests,0,5990
erwähnt,mentioned,0,5988
farbe,color,0,5988
van,van,0,5986
einigen,some,0,5985
zufall,coincidence,0,5983
garten,garden,0,5983
junger,younger,0,5983
autos,cars,0,5981
abgesehen,apart,0,5981
fair,fair,0,5977
vertraut,trusted,0,5962
koffer,suitcase,0,5956
hieß,was called,0,5955
kurs,course,0,5950
wirkt,works,0,5950
idioten,idiots,0,5948
netter,nicer,0,5946
seitdem,since,0,5946
angegriffen,attacked,0,5945
geschichten,stories,0,5943
wahnsinnig,insane,0,5940
ähnlich,similar,0,5939
lily,lily,0,5937
aufgeben,give up,0,5927
england,England,0,5919
entführt,kidnapped,0,5917
ms.,ms.,0,5915
mistkerl,bastard,0,5913
solchen,such,0,5903
ner,ner,0,5901
geschossen,shot,0,5901
lager,stock,0,5900
besprechen,discuss,0,5897
reihe,row,0,5895
polizisten,policemen,0,5893
vogel,bird,0,5892
legt,lays,0,5875
strand,beach,0,5873
amerikaner,American,0,5869
schwarz,black,0,5861
fern,remote,0,5852
fick,fuck,0,5851
scherz,joke,0,5844
san,san,0,5844
erzählte,told,0,5842
wichser,wanker,0,5836
jake,Jake,0,5835
langweilig,boring,0,5820
womit,with what,0,5817
geschäfte,shops,0,5808
my,my,0,5807
kapiert,got it,0,5806
nachher,afterward,0,5797
verlangt,demanded,0,5797
schlägt,beats,0,5796
überzeugt,convinced,0,5788
irgendjemand,anyone,0,5785
rot,red,0,5784
soldat,soldier,0,5782
vorbereitet,prepared,0,5777
geschah,happened,0,5771
reisen,travel,0,5767
termin,appointment,0,5765
gang,gear,0,5761
stehlen,steal,0,5760
rechte,right,0,5760
rache,revenge,0,5751
bemerkt,noticed,0,5750
frankreich,France,0,5746
stört,disturbs,0,5745
radio,radio,0,5740
beruhige,calm down,0,5737
pferde,horses,0,5731
vertrag,contract,0,5730
arbeitest,work,0,5728
dienst,service,0,5727
zählt,counts,0,5727
fragst,you ask,0,5723
wesen,beings,0,5722
bürgermeister,mayor,0,5720
emma,emma,0,5716
fluss,flow,0,5711
woran,what,0,5711
geblieben,stayed,0,5711
durcheinander,mixed up,0,5705
me,me,0,5702
ted,ted,0,5700
nette,cute,0,5690
test,test,0,5689
mister,mister,0,5688
dadurch,through this,0,5673
direktor,director,0,5671
wichtiger,more important,0,5665
kevin,Kevin,0,5662
scott,scott,0,5658
karriere,career,0,5655
akte,file,0,5633
erinnerung,memory,0,5621
großmutter,grandmother,0,5603
erzähle,tell,0,5600
lösen,solve,0,5597
bravo,Bravo,0,5590
griff,handle,0,5585
verfolgen,track,0,5581
zweifel,doubt,0,5581
such,search,0,5579
sprache,language,0,5579
nerven,annoy,0,5577
officer,officer,0,5576
andy,andy,0,5575
langer,longer,0,5575
ziehe,pull,0,5563
entlassen,dismissed,0,5562
zweimal,twice,0,5559
abholen,pick up,0,5556
washington,Washington,0,5547
kollegen,colleagues,0,5546
doc,doc,0,5543
fass,barrel,0,5538
szene,scene,0,5525
robin,robin,0,5524
scheinen,seem,0,5502
bösen,evil,0,5500
schaffe,create,0,5490
pflicht,duty,0,5489
wache,guard,0,5485
neulich,recently,0,5484
beeilen,hurry up,0,5483
knie,knee,0,5483
alice,Alice,0,5480
lauter,louder,0,5471
spannende,exciting,0,5470
unschuldig,innocent,0,5469
folgt,follows,0,5464
schutz,protection,0,5464
weshalb,for what reason,0,5463
geheiratet,married,0,5458
woanders,somewhere else,0,5450
wurdest,became,0,5449
kuss,kiss,0,5447
verhindern,impede,0,5445
erklärung,explanation,0,5444
video,video,0,5444
rom,Rome,0,5441
klug,smart,0,5435
kräfte,forces,0,5432
verlangen,demand,0,5428
außerhalb,outside,0,5424
opa,grandpa,0,5423
selbstverständlich,of course,0,5421
aufstehen,stand up,0,5420
hassen,hate,0,5417
pete,pete,0,5416
gebrauchen,use,0,5414
geglaubt,believed,0,5409
milch,milk,0,5406
trink,drink,0,5405
gefeuert,fired,0,5404
erinnerungen,memories,0,5399
müssten,would have to,0,5398
suchst,are looking for,0,5395
fährst,drive,0,5379
kochen,cook,0,5378
schwach,weak,0,5368
schreibt,writes,0,5364
schulden,debts,0,5344
hinein,into it,0,5343
simon,Simon,0,5332
grenze,border,0,5327
braut,bride,0,5319
gebraucht,needed,0,5319
peinlich,awkward,0,5311
klappt,works,0,5302
geheimnisse,secrets,0,5301
joey,Joey,0,5299
aufmerksamkeit,attention,0,5297
form,form,0,5293
umsonst,for free,0,5283
kennenzulernen,to get to know,0,5277
überlebt,survived,0,5274
nirgendwo,nowhere,0,5268
meilen,miles,0,5260
einfacher,easier,0,5260
blöde,stupid,0,5259
mond,moon,0,5253
ergibt,results,0,5251
daten,data,0,5246
merken,remember,0,5240
schande,shame,0,5235
fuck,fuck,0,5233
fühlte,felt,0,5231
jenny,jenny,0,5231
sieg,victory,0,5231
satt,fed up,0,5229
blödsinn,nonsense,0,5227
adam,Adam,0,5226
lisa,lisa,0,5226
pfund,pound,0,5223
handeln,act,0,5222
lois,lois,0,5221
enden,end,0,5221
warm,warm,0,5215
raten,guess,0,5212
übersetzung,translation,0,5207
kunst,art,0,5207
kapitän,captain,0,5200
desto,the more,0,5200
einsatz,mission,0,5197
schweigen,be silent,0,5195
krankheit,illness,0,5193
toller,great,0,5189
schatten,shadow,0,5188
wachen,guard,0,5187
tatsache,fact,0,5181
eric,Eric,0,5179
stock,stock,0,5178
chief,chief,0,5176
hingehen,go there,0,5172
verboten,forbidden,0,5167
gäbe,would exist,0,5165
anzug,men's suit,0,5163
leichen,corpses,0,5162
high,high,0,5155
beendet,ended,0,5153
freitag,Friday,0,5148
million,million,0,5143
verflucht,cursed,0,5136
dunkel,dark,0,5134
geb,born,0,5126
enttäuscht,disappointed,0,5125
klopfen,knock,0,5125
spuren,sense,0,5124
dreck,dirt,0,5120
seiten,pages,0,5118
mühe,effort,0,5114
gezogen,pulled,0,5113
brian,brian,0,5109
kontrollieren,control,0,5107
knochen,bone,0,5104
schick,chic,0,5102
getrennt,separated,0,5101
programm,program,0,5099
grab,grave,0,5097
ebenso,as well,0,5095
trage,wear,0,5095
nachbarn,neighbors,0,5091
bieten,offer,0,5090
bestes,best,0,5085
elizabeth,Elizabeth,0,5084
